instrument_name,tick_size,taker_commission,settlement_period,settlement_currency,rfq,quote_currency,price_index,min_trade_amount,max_liquidation_commission,max_leverage,maker_commission,kind,is_active,instrument_type,instrument_id,future_type,expiration_timestamp,creation_timestamp,counter_currency,contract_size,block_trade_tick_size,block_trade_min_trade_amount,block_trade_commission,base_currency,strike,option_type
BTC-ICOND-31MAR23-10000_14000_28000_50000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145710,,1680249600000,1672921964000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_28000_55000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145711,,1680249600000,1672921965000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_28000_60000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145712,,1680249600000,1672921966000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_28000_70000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145713,,1680249600000,1672921967000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_28000_80000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145714,,1680249600000,1672921968000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_28000_100000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145715,,1680249600000,1672921969000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_28000_150000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145716,,1680249600000,1672921970000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_28000_200000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145717,,1680249600000,1672921971000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_30000_35000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145718,,1680249600000,1672921972000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_30000_40000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145719,,1680249600000,1672921973000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_30000_45000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145720,,1680249600000,1672921974000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_30000_50000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145721,,1680249600000,1672921975000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_30000_55000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145722,,1680249600000,1672921976000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_30000_60000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145723,,1680249600000,1672921977000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_30000_70000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145724,,1680249600000,1672921978000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_30000_80000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145725,,1680249600000,1672921980000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_30000_100000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145726,,1680249600000,1672921981000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_30000_150000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145727,,1680249600000,1672921982000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_30000_200000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145728,,1680249600000,1672921983000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_35000_40000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145729,,1680249600000,1672921984000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_35000_45000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145730,,1680249600000,1672921985000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_35000_50000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145731,,1680249600000,1672921986000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_35000_55000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145732,,1680249600000,1672921987000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_35000_60000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145733,,1680249600000,1672921988000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_35000_70000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145734,,1680249600000,1672921989000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_35000_80000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145735,,1680249600000,1672921990000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_35000_100000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145736,,1680249600000,1672921991000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_35000_150000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145737,,1680249600000,1672921992000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_35000_200000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145738,,1680249600000,1672921993000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_40000_45000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145739,,1680249600000,1672921994000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_40000_50000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145740,,1680249600000,1672921995000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_40000_55000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145741,,1680249600000,1672921996000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_40000_60000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145742,,1680249600000,1672921997000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_40000_70000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145743,,1680249600000,1672921998000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_40000_80000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145744,,1680249600000,1672921999000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_40000_100000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145745,,1680249600000,1672922000000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_40000_150000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145746,,1680249600000,1672922001000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_40000_200000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145747,,1680249600000,1672922003000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_45000_50000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145748,,1680249600000,1672922004000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_45000_55000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145749,,1680249600000,1672922005000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_45000_60000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145750,,1680249600000,1672922006000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_45000_70000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145751,,1680249600000,1672922007000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_45000_80000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145752,,1680249600000,1672922008000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_45000_100000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145753,,1680249600000,1672922009000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_45000_150000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145754,,1680249600000,1672922010000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_45000_200000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145755,,1680249600000,1672922011000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_50000_55000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145756,,1680249600000,1672922012000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_50000_60000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145757,,1680249600000,1672922013000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_50000_70000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145758,,1680249600000,1672922014000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_50000_80000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145759,,1680249600000,1672922015000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_50000_100000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145760,,1680249600000,1672922016000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_50000_150000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145761,,1680249600000,1672922017000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_50000_200000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145762,,1680249600000,1672922018000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_55000_60000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145763,,1680249600000,1672922019000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_55000_70000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145764,,1680249600000,1672922020000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_55000_80000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145765,,1680249600000,1672922021000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_55000_100000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145766,,1680249600000,1672922022000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_55000_150000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145767,,1680249600000,1672922023000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_55000_200000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145768,,1680249600000,1672922024000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_60000_70000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145769,,1680249600000,1672922025000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_60000_80000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145770,,1680249600000,1672922027000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_60000_100000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145771,,1680249600000,1672922028000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_60000_150000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145772,,1680249600000,1672922029000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_60000_200000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145773,,1680249600000,1672922030000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_70000_80000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145774,,1680249600000,1672922031000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_70000_100000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145775,,1680249600000,1672922032000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_70000_150000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145776,,1680249600000,1672922033000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_70000_200000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145777,,1680249600000,1672922034000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_80000_100000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145778,,1680249600000,1672922035000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_80000_150000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145779,,1680249600000,1672922036000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_80000_200000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145780,,1680249600000,1672922037000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_14000_100000_150000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145781,,1680249600000,1672922038000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_16000_18000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145784,,1680249600000,1672922041000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_16000_20000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145785,,1680249600000,1672922042000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_16000_22000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145786,,1680249600000,1672922043000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_16000_24000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145787,,1680249600000,1672922044000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_16000_25000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145788,,1680249600000,1672922045000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_16000_26000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145789,,1680249600000,1672922046000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_16000_28000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145790,,1680249600000,1672922047000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_16000_30000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145791,,1680249600000,1672922048000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_16000_35000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145792,,1680249600000,1672922049000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_16000_40000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145793,,1680249600000,1672922050000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_16000_45000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145794,,1680249600000,1672922052000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_16000_50000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145795,,1680249600000,1672922053000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_16000_55000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145796,,1680249600000,1672922054000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_16000_60000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145797,,1680249600000,1672922055000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_16000_70000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145798,,1680249600000,1672922056000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_16000_80000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145799,,1680249600000,1672922057000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_16000_100000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145800,,1680249600000,1672922058000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_16000_150000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145801,,1680249600000,1672922059000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_16000_200000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145802,,1680249600000,1672922060000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_18000_20000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145803,,1680249600000,1672922061000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_18000_22000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145804,,1680249600000,1672922062000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_18000_24000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145805,,1680249600000,1672922063000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_18000_25000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145806,,1680249600000,1672922064000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_18000_26000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145807,,1680249600000,1672922065000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_18000_28000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145808,,1680249600000,1672922066000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_18000_30000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145809,,1680249600000,1672922067000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_18000_35000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145810,,1680249600000,1672922068000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_18000_40000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145811,,1680249600000,1672922069000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_18000_45000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145812,,1680249600000,1672922070000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_18000_50000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145813,,1680249600000,1672922071000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_18000_55000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145814,,1680249600000,1672922072000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_18000_60000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145815,,1680249600000,1672922074000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_18000_70000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145816,,1680249600000,1672922075000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_18000_80000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145817,,1680249600000,1672922076000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_18000_100000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145818,,1680249600000,1672922077000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_18000_150000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145819,,1680249600000,1672922078000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_18000_200000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145820,,1680249600000,1672922079000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_20000_22000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145821,,1680249600000,1672922080000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_20000_24000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145822,,1680249600000,1672922081000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_20000_25000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145823,,1680249600000,1672922082000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_20000_26000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145824,,1680249600000,1672922083000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_20000_28000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145825,,1680249600000,1672922084000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_20000_30000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145826,,1680249600000,1672922085000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_20000_35000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145827,,1680249600000,1672922086000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_20000_40000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145828,,1680249600000,1672922087000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_20000_45000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145829,,1680249600000,1672922088000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_20000_50000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145830,,1680249600000,1672922089000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_20000_55000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145831,,1680249600000,1672922090000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_20000_60000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145832,,1680249600000,1672922091000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_20000_70000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145833,,1680249600000,1672922092000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_20000_80000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145834,,1680249600000,1672922093000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_20000_100000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145835,,1680249600000,1672922094000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_20000_150000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145836,,1680249600000,1672922095000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_20000_200000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145837,,1680249600000,1672922096000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_22000_24000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145838,,1680249600000,1672922098000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_22000_25000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145839,,1680249600000,1672922099000,USD,1.0,,,,BTC,,
BTC-ICOND-31MAR23-10000_15000_22000_26000,0.0001,0.0,month,BTC,False,BTC,btc_usd,0.1,,,0.0,option_combo,True,reversed,145840,,1680249600000,1672922100000,USD,1.0,,,,BTC,,
