,tick_size,taker_commission,strike,settlement_period,settlement_currency,rfq,quote_currency,price_index,option_type,min_trade_amount,maker_commission,kind,is_active,instrument_name,instrument_id,expiration_timestamp,creation_timestamp,counter_currency,contract_size,block_trade_tick_size,block_trade_min_trade_amount,block_trade_commission,base_currency,max_liquidation_commission,max_leverage,future_type
637,0.0005,0.0003,31000.0,month,BTC,False,BTC,btc_usd,put,0.1,0.0003,option,True,BTC-29MAR24-31000-P,252389,1711699200000,1680163260000,USD,1.0,0.0001,50.0,0.0003,BTC,,,
638,0.0005,0.0003,32000.0,month,BTC,False,BTC,btc_usd,call,0.1,0.0003,option,True,BTC-29MAR24-32000-C,252390,1711699200000,1680163260000,USD,1.0,0.0001,50.0,0.0003,BTC,,,
639,0.0005,0.0003,32000.0,month,BTC,False,BTC,btc_usd,put,0.1,0.0003,option,True,BTC-29MAR24-32000-P,252391,1711699200000,1680163260000,USD,1.0,0.0001,50.0,0.0003,BTC,,,
640,0.0005,0.0003,33000.0,month,BTC,False,BTC,btc_usd,call,0.1,0.0003,option,True,BTC-29MAR24-33000-C,252392,1711699200000,1680163260000,USD,1.0,0.0001,50.0,0.0003,BTC,,,
641,0.0005,0.0003,33000.0,month,BTC,False,BTC,btc_usd,put,0.1,0.0003,option,True,BTC-29MAR24-33000-P,252393,1711699200000,1680163260000,USD,1.0,0.0001,50.0,0.0003,BTC,,,
642,0.0005,0.0003,34000.0,month,BTC,False,BTC,btc_usd,call,0.1,0.0003,option,True,BTC-29MAR24-34000-C,252394,1711699200000,1680163260000,USD,1.0,0.0001,50.0,0.0003,BTC,,,
643,0.0005,0.0003,34000.0,month,BTC,False,BTC,btc_usd,put,0.1,0.0003,option,True,BTC-29MAR24-34000-P,252395,1711699200000,1680163260000,USD,1.0,0.0001,50.0,0.0003,BTC,,,
644,0.0005,0.0003,35000.0,month,BTC,False,BTC,btc_usd,call,0.1,0.0003,option,True,BTC-29MAR24-35000-C,252396,1711699200000,1680163260000,USD,1.0,0.0001,50.0,0.0003,BTC,,,
645,0.0005,0.0003,35000.0,month,BTC,False,BTC,btc_usd,put,0.1,0.0003,option,True,BTC-29MAR24-35000-P,252397,1711699200000,1680163260000,USD,1.0,0.0001,50.0,0.0003,BTC,,,
646,0.0005,0.0003,36000.0,month,BTC,False,BTC,btc_usd,call,0.1,0.0003,option,True,BTC-29MAR24-36000-C,252398,1711699200000,1680163260000,USD,1.0,0.0001,50.0,0.0003,BTC,,,
647,0.0005,0.0003,36000.0,month,BTC,False,BTC,btc_usd,put,0.1,0.0003,option,True,BTC-29MAR24-36000-P,252399,1711699200000,1680163260000,USD,1.0,0.0001,50.0,0.0003,BTC,,,
648,0.0005,0.0003,37000.0,month,BTC,False,BTC,btc_usd,call,0.1,0.0003,option,True,BTC-29MAR24-37000-C,252400,1711699200000,1680163260000,USD,1.0,0.0001,50.0,0.0003,BTC,,,
649,0.0005,0.0003,37000.0,month,BTC,False,BTC,btc_usd,put,0.1,0.0003,option,True,BTC-29MAR24-37000-P,252401,1711699200000,1680163260000,USD,1.0,0.0001,50.0,0.0003,BTC,,,
650,0.0005,0.0003,38000.0,month,BTC,False,BTC,btc_usd,call,0.1,0.0003,option,True,BTC-29MAR24-38000-C,252402,1711699200000,1680163260000,USD,1.0,0.0001,50.0,0.0003,BTC,,,
651,0.0005,0.0003,38000.0,month,BTC,False,BTC,btc_usd,put,0.1,0.0003,option,True,BTC-29MAR24-38000-P,252403,1711699200000,1680163260000,USD,1.0,0.0001,50.0,0.0003,BTC,,,
652,0.0005,0.0003,40000.0,month,BTC,False,BTC,btc_usd,call,0.1,0.0003,option,True,BTC-29MAR24-40000-C,252404,1711699200000,1680163260000,USD,1.0,0.0001,50.0,0.0003,BTC,,,
653,0.0005,0.0003,40000.0,month,BTC,False,BTC,btc_usd,put,0.1,0.0003,option,True,BTC-29MAR24-40000-P,252405,1711699200000,1680163260000,USD,1.0,0.0001,50.0,0.0003,BTC,,,
654,0.0005,0.0003,45000.0,month,BTC,False,BTC,btc_usd,call,0.1,0.0003,option,True,BTC-29MAR24-45000-C,252406,1711699200000,1680163260000,USD,1.0,0.0001,50.0,0.0003,BTC,,,
655,0.0005,0.0003,45000.0,month,BTC,False,BTC,btc_usd,put,0.1,0.0003,option,True,BTC-29MAR24-45000-P,252407,1711699200000,1680163260000,USD,1.0,0.0001,50.0,0.0003,BTC,,,
656,0.0005,0.0003,50000.0,month,BTC,False,BTC,btc_usd,call,0.1,0.0003,option,True,BTC-29MAR24-50000-C,252408,1711699200000,1680163260000,USD,1.0,0.0001,50.0,0.0003,BTC,,,
657,0.0005,0.0003,50000.0,month,BTC,False,BTC,btc_usd,put,0.1,0.0003,option,True,BTC-29MAR24-50000-P,252409,1711699200000,1680163260000,USD,1.0,0.0001,50.0,0.0003,BTC,,,
658,0.0005,0.0003,55000.0,month,BTC,False,BTC,btc_usd,call,0.1,0.0003,option,True,BTC-29MAR24-55000-C,252410,1711699200000,1680163260000,USD,1.0,0.0001,50.0,0.0003,BTC,,,
659,0.0005,0.0003,55000.0,month,BTC,False,BTC,btc_usd,put,0.1,0.0003,option,True,BTC-29MAR24-55000-P,252411,1711699200000,1680163260000,USD,1.0,0.0001,50.0,0.0003,BTC,,,
660,0.0005,0.0003,60000.0,month,BTC,False,BTC,btc_usd,call,0.1,0.0003,option,True,BTC-29MAR24-60000-C,252412,1711699200000,1680163260000,USD,1.0,0.0001,50.0,0.0003,BTC,,,
661,0.0005,0.0003,60000.0,month,BTC,False,BTC,btc_usd,put,0.1,0.0003,option,True,BTC-29MAR24-60000-P,252413,1711699200000,1680163260000,USD,1.0,0.0001,50.0,0.0003,BTC,,,
662,0.0005,0.0003,65000.0,month,BTC,False,BTC,btc_usd,call,0.1,0.0003,option,True,BTC-29MAR24-65000-C,252414,1711699200000,1680163260000,USD,1.0,0.0001,50.0,0.0003,BTC,,,
663,0.0005,0.0003,65000.0,month,BTC,False,BTC,btc_usd,put,0.1,0.0003,option,True,BTC-29MAR24-65000-P,252415,1711699200000,1680163260000,USD,1.0,0.0001,50.0,0.0003,BTC,,,
664,0.0005,0.0003,70000.0,month,BTC,False,BTC,btc_usd,call,0.1,0.0003,option,True,BTC-29MAR24-70000-C,252416,1711699200000,1680163260000,USD,1.0,0.0001,50.0,0.0003,BTC,,,
665,0.0005,0.0003,70000.0,month,BTC,False,BTC,btc_usd,put,0.1,0.0003,option,True,BTC-29MAR24-70000-P,252417,1711699200000,1680163260000,USD,1.0,0.0001,50.0,0.0003,BTC,,,
666,0.0005,0.0003,75000.0,month,BTC,False,BTC,btc_usd,call,0.1,0.0003,option,True,BTC-29MAR24-75000-C,252418,1711699200000,1680163260000,USD,1.0,0.0001,50.0,0.0003,BTC,,,
667,0.0005,0.0003,75000.0,month,BTC,False,BTC,btc_usd,put,0.1,0.0003,option,True,BTC-29MAR24-75000-P,252419,1711699200000,1680163260000,USD,1.0,0.0001,50.0,0.0003,BTC,,,
668,0.0005,0.0003,80000.0,month,BTC,False,BTC,btc_usd,call,0.1,0.0003,option,True,BTC-29MAR24-80000-C,252420,1711699200000,1680163260000,USD,1.0,0.0001,50.0,0.0003,BTC,,,
669,0.0005,0.0003,80000.0,month,BTC,False,BTC,btc_usd,put,0.1,0.0003,option,True,BTC-29MAR24-80000-P,252421,1711699200000,1680163260000,USD,1.0,0.0001,50.0,0.0003,BTC,,,
670,0.0005,0.0003,85000.0,month,BTC,False,BTC,btc_usd,call,0.1,0.0003,option,True,BTC-29MAR24-85000-C,252422,1711699200000,1680163260000,USD,1.0,0.0001,50.0,0.0003,BTC,,,
671,0.0005,0.0003,85000.0,month,BTC,False,BTC,btc_usd,put,0.1,0.0003,option,True,BTC-29MAR24-85000-P,252423,1711699200000,1680163260000,USD,1.0,0.0001,50.0,0.0003,BTC,,,
672,0.0005,0.0003,100000.0,month,BTC,False,BTC,btc_usd,call,0.1,0.0003,option,True,BTC-29MAR24-100000-C,252424,1711699200000,1680163260000,USD,1.0,0.0001,50.0,0.0003,BTC,,,
673,0.0005,0.0003,100000.0,month,BTC,False,BTC,btc_usd,put,0.1,0.0003,option,True,BTC-29MAR24-100000-P,252425,1711699200000,1680163260000,USD,1.0,0.0001,50.0,0.0003,BTC,,,
674,0.0005,0.0003,120000.0,month,BTC,False,BTC,btc_usd,call,0.1,0.0003,option,True,BTC-29MAR24-120000-C,252426,1711699200000,1680163260000,USD,1.0,0.0001,50.0,0.0003,BTC,,,
675,0.0005,0.0003,120000.0,month,BTC,False,BTC,btc_usd,put,0.1,0.0003,option,True,BTC-29MAR24-120000-P,252427,1711699200000,1680163260000,USD,1.0,0.0001,50.0,0.0003,BTC,,,
