datetime,volume,ticks,open,low,high,cost,close
2023-03-27 23:01,5347.73602589,1679929200000,26958.0,26633.5,26959.5,143350620.0,26688.5
2023-03-27 23:06,2821.19490267,1679929500000,26720.0,26300.0,26858.5,75504240.0,26668.0
2023-03-27 23:11,9900.33087893,1679929800000,26668.0,26274.0,27111.0,263943690.0,26719.5
2023-03-27 23:16,5626.74902258,1679930100000,26720.0,26440.5,27222.0,150729280.0,26839.5
2023-03-27 23:21,3847.53002638,1679930400000,26839.5,26447.0,27275.5,103299770.0,26891.0
2023-03-27 23:26,5026.84816227,1679930700000,26891.0,26451.0,27254.5,135027090.0,26962.5
2023-03-27 23:31,953.57348396,1679931000000,26962.5,26906.5,27023.5,25694030.0,26954.0
2023-03-27 23:36,1409.78554539,1679931300000,26958.5,26826.0,26987.5,37906630.0,26900.0
2023-03-27 23:41,855.19173252,1679931600000,26900.0,26855.0,26955.0,22994510.0,26942.0
2023-03-27 23:46,738.42142662,1679931900000,26941.5,26861.5,26950.0,19866240.0,26917.5
2023-03-27 23:51,11835.74771071,1679932200000,26917.0,26502.0,27364.5,319048640.0,26954.0
2023-03-27 23:56,3458.09906287,1679932500000,26954.5,26853.5,27340.0,93180750.0,26921.0
2023-03-28 00:01,656.60921171,1679932800000,26921.0,26880.0,27098.5,17679380.0,27077.0
2023-03-28 00:06,904.80731305,1679933100000,27076.5,27073.0,27223.0,24566330.0,27180.0
2023-03-28 00:11,377.65905109,1679933400000,27180.0,27140.0,27214.0,10260360.0,27198.0
2023-03-28 00:16,4455.39643319,1679933700000,27198.0,26803.0,27618.5,121443860.0,27292.5
2023-03-28 00:21,3531.06845784,1679934000000,27290.5,26877.5,27694.5,96440630.0,27236.0
2023-03-28 00:26,4130.76935983,1679934300000,27236.0,26787.0,27602.5,112474700.0,27204.0
2023-03-28 00:31,782.45697786,1679934600000,27202.5,27200.5,27261.5,21309590.0,27222.5
2023-03-28 00:36,2774.25659583,1679934900000,27223.0,26801.5,27615.0,75490450.0,27174.5
2023-03-28 00:41,5206.31283196,1679935200000,27175.0,26752.5,27566.5,141463260.0,27164.0
2023-03-28 00:46,342.5788277,1679935500000,27164.0,27142.5,27190.0,9306270.0,27149.0
2023-03-28 00:51,273.33520472,1679935800000,27149.5,27090.0,27149.5,7412000.0,27124.0
2023-03-28 00:56,478.62082496,1679936100000,27125.0,27104.0,27163.0,12983780.0,27163.0
2023-03-28 01:01,680.29853895,1679936400000,27162.0,27136.5,27231.0,18492120.0,27205.0
2023-03-28 01:06,726.65065251,1679936700000,27207.0,27120.5,27207.0,19734280.0,27131.5
2023-03-28 01:11,702.30403195,1679937000000,27131.0,27103.5,27148.0,19049620.0,27137.5
2023-03-28 01:16,420.04077259,1679937300000,27138.0,27109.0,27158.5,11398210.0,27122.0
2023-03-28 01:21,280.445357,1679937600000,27133.5,27128.5,27185.0,7614920.0,27153.0
2023-03-28 01:26,1120.56375109,1679937900000,27153.0,26998.0,27153.5,30314190.0,27021.5
2023-03-28 01:31,1053.78725479,1679938200000,27017.5,27014.0,27089.5,28504720.0,27079.5
2023-03-28 01:36,416.37787677,1679938500000,27079.0,27019.0,27079.0,11260500.0,27036.0
2023-03-28 01:41,782.97516674,1679938800000,27036.5,26977.5,27110.0,21174240.0,27062.5
2023-03-28 01:46,1553.15811918,1679939100000,27043.5,26647.0,27457.0,42176660.0,27037.0
2023-03-28 01:51,2434.83963126,1679939400000,27035.5,26944.5,27418.0,65873850.0,26979.0
2023-03-28 01:56,1559.0658947,1679939700000,26979.0,26946.5,27082.0,42089120.0,26974.0
2023-03-28 02:01,336.02454285,1679940000000,26974.0,26961.5,27002.5,9067270.0,26981.0
2023-03-28 02:06,3254.50230166,1679940300000,26981.0,26586.5,27395.5,87830010.0,27059.5
2023-03-28 02:11,262.43833736,1679940600000,27059.5,27021.0,27073.0,7098910.0,27073.0
2023-03-28 02:16,2665.9352798,1679940900000,27074.5,26674.5,27481.0,72254230.0,27159.5
2023-03-28 02:21,280.50285424,1679941200000,27159.0,27063.0,27159.0,7602670.0,27063.0
2023-03-28 02:26,555.09467755,1679941500000,27062.5,27062.5,27102.5,15035350.0,27087.5
2023-03-28 02:31,122.24256377,1679941800000,27087.0,27087.0,27125.5,3313220.0,27112.5
2023-03-28 02:36,121.11591655,1679942100000,27112.5,27092.5,27118.0,3282720.0,27110.0
2023-03-28 02:41,256.39796339,1679942400000,27110.5,27103.5,27148.0,6954650.0,27127.5
2023-03-28 02:46,416.7071812,1679942700000,27127.5,27124.0,27179.0,11315350.0,27158.0
2023-03-28 02:51,382.59645489,1679943000000,27158.0,27107.0,27163.0,10379760.0,27108.0
2023-03-28 02:56,1390.85074456,1679943300000,27106.0,27038.5,27516.5,37755750.0,27104.5
2023-03-28 03:01,1662.26522682,1679943600000,27104.5,26705.0,27517.5,45135070.0,27082.0
2023-03-28 03:06,3331.29839516,1679943900000,27080.5,26661.5,27471.5,90178680.0,27043.0
2023-03-28 03:11,8929.77944034,1679944200000,27047.0,26639.0,27473.5,241749280.0,27077.5
2023-03-28 03:16,101.39691247,1679944500000,27077.5,27058.5,27081.0,2744650.0,27065.0
2023-03-28 03:21,101.57064395,1679944800000,27065.5,27060.5,27123.5,2752320.0,27123.5
2023-03-28 03:26,187.77593787,1679945100000,27123.5,27120.0,27159.0,5096790.0,27129.0
2023-03-28 03:31,2103.06051449,1679945400000,27129.0,26709.5,27523.5,57040340.0,27088.5
2023-03-28 03:36,477.47722028,1679945700000,27088.5,27010.0,27092.5,12913500.0,27031.5
2023-03-28 03:41,219.83975179,1679946000000,27031.5,27008.5,27060.0,5941740.0,27017.0
2023-03-28 03:46,147.60274043,1679946300000,27017.0,27017.0,27039.0,3989110.0,27038.5
2023-03-28 03:51,265.57217834,1679946600000,27038.0,27008.0,27070.5,7181190.0,27055.5
2023-03-28 03:56,670.74683818,1679946900000,27054.5,26952.0,27054.5,18106660.0,26969.5
2023-03-28 04:01,468.78867754,1679947200000,26969.5,26969.5,27070.0,12668460.0,27017.5
2023-03-28 04:06,1283.67510762,1679947500000,27016.0,26900.0,27042.5,34607800.0,26926.5
2023-03-28 04:11,189.6338274,1679947800000,26925.5,26925.5,26969.5,5110420.0,26955.0
2023-03-28 04:16,307.87123642,1679948100000,26955.0,26935.5,26988.5,8299320.0,26988.5
2023-03-28 04:21,159.39555371,1679948400000,26989.0,26989.0,27016.0,4304110.0,27005.5
2023-03-28 04:26,406.65954579,1679948700000,27005.5,26991.0,27058.5,10990750.0,27058.5
2023-03-28 04:31,553.67430932,1679949000000,27059.0,27029.5,27060.0,14978670.0,27032.5
2023-03-28 04:36,49.62683849,1679949300000,27032.5,27015.5,27032.5,1341120.0,27022.0
2023-03-28 04:41,4808.49596311,1679949600000,27021.5,26634.0,27431.5,130057910.0,26993.0
2023-03-28 04:46,529.41837601,1679949900000,26993.0,26911.5,27019.5,14274010.0,26911.5
2023-03-28 04:51,1177.26229864,1679950200000,26977.5,26575.0,27384.0,31732480.0,27017.5
2023-03-28 04:56,116.54916244,1679950500000,27017.0,27008.5,27048.0,3150330.0,27041.5
2023-03-28 05:01,999.88190818,1679950800000,27041.5,26955.5,27087.0,27023260.0,27043.5
2023-03-28 05:06,440.73428962,1679951100000,27043.0,27043.0,27147.5,11946750.0,27146.0
2023-03-28 05:11,726.86360699,1679951400000,27142.0,27103.5,27153.0,19721540.0,27122.5
2023-03-28 05:16,73.72889084,1679951700000,27122.5,27103.0,27126.5,1999320.0,27105.0
2023-03-28 05:21,676.60549715,1679952000000,27104.5,27104.5,27190.5,18361650.0,27147.5
2023-03-28 05:26,279.35828605,1679952300000,27150.0,27129.5,27164.0,7581640.0,27129.5
2023-03-28 05:31,60.72804302,1679952600000,27127.0,27125.5,27156.5,1648130.0,27144.0
2023-03-28 05:36,29.36114055,1679952900000,27144.0,27135.5,27153.5,797060.0,27148.5
2023-03-28 05:41,33.86305926,1679953200000,27148.0,27109.0,27148.0,918530.0,27109.0
2023-03-28 05:46,26.76625696,1679953500000,27108.5,27108.5,27139.0,725880.0,27139.0
2023-03-28 05:51,58.23755863,1679953800000,27139.0,27139.0,27173.0,1581570.0,27154.5
2023-03-28 05:56,79.04632988,1679954100000,27154.5,27140.5,27179.5,2147150.0,27171.0
2023-03-28 06:01,810.7570848,1679954400000,27171.0,27139.5,27187.0,22020260.0,27160.0
2023-03-28 06:06,322.737823,1679954700000,27162.0,27134.0,27172.0,8760400.0,27172.0
2023-03-28 06:11,3108.4534463,1679955000000,27172.0,26826.5,27641.0,84607460.0,27202.5
2023-03-28 06:16,4385.28298021,1679955300000,27199.5,26761.0,27575.0,119168890.0,27166.5
2023-03-28 06:21,5279.03771578,1679955600000,27166.5,26759.5,27576.5,143450460.0,27170.0
2023-03-28 06:26,149.01470038,1679955900000,27170.0,27147.5,27174.0,4047590.0,27156.0
2023-03-28 06:31,233.20972405,1679956200000,27156.0,27113.5,27171.5,6327940.0,27131.0
2023-03-28 06:36,243.11479402,1679956500000,27131.5,27092.5,27145.0,6593460.0,27104.0
2023-03-28 06:41,423.7497344,1679956800000,27104.5,27083.5,27130.0,11483730.0,27111.0
2023-03-28 06:46,292.01345463,1679957100000,27111.0,27097.0,27135.0,7919790.0,27113.5
2023-03-28 06:51,14.11375751,1679957400000,27113.5,27108.5,27115.5,382680.0,27108.5
2023-03-28 06:56,195.33414306,1679957700000,27109.0,27087.5,27116.5,5293960.0,27103.5
2023-03-28 07:01,233.97312586,1679958000000,27104.5,27069.5,27108.0,6336150.0,27099.0
2023-03-28 07:06,2304.69212013,1679958300000,27098.0,26710.5,27526.0,62464690.0,27115.0
2023-03-28 07:11,1959.99561514,1679958600000,27115.5,26718.0,27516.5,53174320.0,27136.0
